label_0	label_1	label_2	label_3	label_4	label_5	label_6	label_7	label_8	label_9	label_10	label_11	text_a
0	0	0	0	1	1	0	0	0	0	0	1	其二,我家世世山西士，二十期门从天子。始随骠骑破祁连，晚逐楼船下牂水。汉北雰雰飞雪暗，海中跕跕翔鸢坠。归来武库祭蚩尤，得从甘泉参豹尾。何意一朝兵后期，簿责侵诬属军吏。黄金纳赎为庶人，白首还家事田里。结发从军七十战，利镞金痍犹可记。龙钟虽入玉关门，止呵还遇灞陵尉。不及金张藉旧勋，七叶华貂长富贵。
1	0	0	0	0	1	0	0	0	0	0	1	听雨,骨月辞来久，天涯各一方。客边难听雨，枕上易思乡。多病惊寒早，无眠觉夜长。明朝如览镜，知自鬓添霜。
0	0	0	0	0	0	0	0	1	0	0	1	泣钱长官竹岩 其一,十年同约故园归，指点云西凤翥奇。锦绣裹山怀旧俗，琅玕披腹吐新诗。更无人悼淹翔屈，只有天为慷慨知。令尹子丈三已矣，悠然喜愠不曾移。
0	0	0	0	0	0	0	1	0	1	0	1	宿双桂洞,丛桂枝高古洞门，远风吹叶叶归根。祖庭频到长为客，往事空惭未报恩。病骨依灯嫌有影，瘦藤卓月了无痕。城中莫道嚣尘满，一闭閒房是故园。
0	1	0	0	0	0	1	0	0	0	0	0	寄淮安杜可久可平兄弟,顾我容颜今老大，忆君兄弟更辛酸。别来十载又廿载，历尽千难与万难。舟楫几遭风浪险，竹松多受雪霜寒。武陵桥上今宵月，千里相思不忍看。
0	0	0	0	0	0	1	1	0	1	0	0	刘随州长卿江中晚钓寄荆南一二相识,楚水东去远，故人离别心。登舟望落日，岸绝荆门阴。晚棹向孤屿，收纶度前林。天寒大泽暝，鸟没长淮深。十载梦烟波，幽期共投簪。白鸥故友待，向我如招寻。渺渺初月色，嗷嗷飞鸿音。相思若千里，遥寄沧浪吟。
1	1	0	0	0	0	0	0	0	0	0	1	除夕前一日崇仁官署分岁作 其一,故友居官地，他乡分岁筵。腊从明夜尽，客向此宵圆。柏叶金盘酒，千枝蜡炬烟。谁怜江畔旅，来日又经年。
1	1	0	0	0	0	0	0	0	0	0	1	与友人夜酌,萧萧官署坐黄昏，故国风光到海门。吴地月明山吐影，越江秋半水收痕。他乡叙旧知新事，残夜论诗对酒尊。尔我悠然情未已，一声寒角断吟魂。
0	1	0	0	0	0	0	1	0	1	0	1	寄陈彦卿,楼屋近山东海头，翠云影落小窗幽。登临昔日同诸彦，羁旅经年忆旧游。故国莺花春入梦，沧江风雨夜生愁。不堪老去悲离别，岁月无情如水流。
0	0	0	0	0	0	0	1	0	0	0	1	残夜怀人,我本山中客，荒居猿鹤邻。苍茫春色晚，寥落别愁新。心折远游子，寒惊独夜人。何因遣岑寂，不惜苦吟身。
1	1	0	0	0	0	0	0	0	0	0	1	丙子重九戏题,行年五十壮游肠，几把他乡作故乡。万里一身南海畔，客窗独看雨重阳。
1	0	0	0	0	0	0	0	0	0	0	1	再和 其一,乌啼鹊噪晚庭空，并舍相呼入酒中。逐影故惭夸父日，披襟聊快楚王风。牛衣泣卧悲游子，鸠杖欢迎愧老翁。笑我独醒成底事，一邱之貉古今同。
0	1	0	0	0	0	1	1	0	0	0	1	寄山东黄君瑞（君瑞侨番阳尝有节妇白大娘诗）,龙虎山头送子归，三年不见重相思。更无书到金溪县，空有人传节妇诗。白鸟沧波春渺渺，寒云落日树离离。相期锦水江头醉，为报轻车已载脂。
0	1	0	0	0	0	0	1	0	0	0	0	赋得古原草送别,离离原上草，一岁一枯荣。野火烧不尽，春风吹又生。远芳侵古道，晴翠接荒城。又送王孙去，萋萋满别情。
0	1	0	0	0	0	0	1	0	0	0	0	早秋有怀欧阳文周,日暮独回江上舟，江波不尽思悠悠。虹垂青涧分残雨，风满碧梧鸣早秋。用世有材须汲引，思君为客久淹留。綵楼七夕凉如水，知共何人望斗牛。
0	1	0	0	1	1	0	0	0	0	0	1	秋怀,燕燕辞巢菊着花，乡心羁思浩无涯。人间潮海几时静，天上星河逐晓斜。羽扇纶巾新道服，青林白石旧田家。谁堪潦倒尘埃里，日日秋风长鬓华。
0	0	0	0	0	1	1	0	0	0	0	0	寄俞八介甫读书处,梦寐殊方外，相思泽国边。山沈于毒雾，天落在平川。橘柚连书舍，鸬鹚满钓船。五年常忆尔，多病似今年。
1	0	0	0	0	0	0	0	0	0	0	1	其二,素无玄豹姿，雄期与心违。霜风不解事，偏透游子衣。叶落知天寒，群雁亦南归。涧湖蕴藻沕，汩汩鱼无依。朝来烹射雁，偶获故乡书。书中一一言，邻非昔人居。
0	1	0	0	0	0	1	0	0	0	0	0	答游太初韦冲舟中望陈村见怀,屏居匪云远，氛嚣稍已疲。庶几存栎年，敢谓潜虬姿。艺兰隑洲曲，植柳樊园垂。蓄烟及葱茜，丛灌聊葳蕤。赤花西枝村，悠悠隔山陂。鹢舟从何来，弭棹荒江湄。武陵渺无津，苇间隐凫鹥。引瞩高霞林，一寄蒹葭诗。顾我鞶带残，蕙芷遥能遗。怀袖岂不馨，薄陋羞容仪。溯波托绸缪，明珰报相思。
1	1	0	0	0	0	0	0	0	0	0	1	广陵行,雄藩镇楚郊，地势郁岧峣。双旌拥万戟，中有霍嫖姚。海云助兵气，宝货益军饶。严城动寒角，晚骑踏霜桥。翕习英豪集，振奋士卒骁。列郡何足数，趋拜等卑寮。日宴方云罢，人逸马萧萧。忽如京洛间，游子风尘飘。归来视宝剑，功名岂一朝。
1	1	0	0	0	0	0	0	0	0	0	1	其三,关东归不得，岂是爱他乡。草碧馀花落，春闲白日长。全家期圣泽，半路敢农桑。独立应无侣，浮生欲自伤。
1	1	0	0	0	0	0	0	0	0	0	1	谷城溪亭,谷国有亭溪水边，税车安寝不无缘。芰荷苒苒双飞鸟，芦苇深深一钓船。故国寄声无去雁，他乡催泪有啼蝉。江山亦为行人动，六月寒风正凛然。
0	1	0	0	0	0	0	1	0	0	0	0	淮阴书怀寄王宗成（一作王宗城）,沙墩至梁苑，二十五长亭。大舶夹双橹，中流鹅鹳鸣。云天扫空碧，川岳涵馀清。飞凫从西来，适与佳兴并。眷言王乔舄，婉娈故人情。复此亲懿会，而增交道荣。沿洄且不定，飘忽怅徂征。暝投淮阴宿，欣得漂母迎。斗酒烹黄鸡，一餐感素诚。予为楚壮士，不是鲁诸生。有德必报之，千金耻为轻。缅书羁孤意，远寄棹歌声。
0	0	0	0	0	1	1	0	0	0	0	0	西樵山中忆惟敬内翰思伯中舍,故人昔共此栖迟，瀑布峰前忆别时。骑省谁能怜国宝，士林今已得山披。清猿自和斋中磬，野鹿閒窥石上棋。回首白云多出岫，独看秋雁一相思。
1	1	0	0	0	0	0	0	0	0	0	1	次韵友人对月感怀,有客临溪玩月明，楼高不用夜寒生。二年此地因逃难，孤影他乡易感情。露下长天含夕润，风来大野起秋声。想君未厌山中住，且与渔樵混姓名。
0	1	0	0	0	0	0	0	0	0	0	1	兵曹对月念家问不至有怀子中大兄并子彦诸弟,吏散西曹月自明，褰衣顾影倍凄清。娇痴不独怜儿女，老大还多忆弟兄。紫禁花明催晓觐，青郊草满废秋耕。故乡正隔三千里，白发新添数十茎。
1	0	1	1	0	0	0	0	0	0	0	1	其二,携筇得得访云关，恰值东湖贺监还。泉石主人元好事，尘埃游子暂偷闲。心轻齐组知灵运，文满浯溪服次山。秖恐东风唤归棹，江头杨柳已堪攀。
0	1	0	0	1	1	0	0	0	0	0	0	留村尚书招饮观家剧即席纪事,碧幛红莲未易攀，郑庄迎客夜初閒。席联旧雨情偏洽，筵敞高云礼尽删。竟夕悲欢难自主，一时嚬笑若相关。浣花独有龙钟叟，扶拜何堪剑履间。
0	0	0	0	0	1	1	0	0	0	0	0	寄邓舜英（槿号篾楼钓者）,素耽书法又耽诗，眉宇分明玉雪姿。共乐琴樽欣有弟，独持门户叹无儿。数间茆屋风生榻，千亩禾田水坏陂。惆怅别来浑二载，旅窗明月几相思。
0	0	0	0	0	1	0	0	0	0	0	1	怀翁山时方归省暂携家白下,江关成失路，愁对江花繁。数欲返京口，思君在白门。可回莱子棹，几遇信陵恩。咫尺不能达，临风无片言。
1	0	0	0	0	0	0	0	0	0	0	1	游丝,一发风吹何处依，溶溶曳曳舞轻微。桑间向晓新蚕吐，池上先秋断藕飞。系柳缕萦江客棹，牵花影落玉人机。更看几处残丝细，飘泊东西游子衣。
1	1	0	0	0	0	0	0	0	0	0	1	其十六,昭昭三五夕，皎月流素光。徘徊入高楼，照我罗衣裳。揽衣坐叹息，起步仍徬徨。良人怀远游，九载客他乡。空闺知岁暮，独处知夜长。嗷嗷云中雁，随风忽南翔。安能假羽翼，万里来君傍。
1	1	0	0	0	0	0	0	0	0	0	1	其四,他乡春日思如何，屏去茶瓯任睡魔。且得小窗成好梦，片时江上逐烟蓑。
0	0	0	0	0	0	1	1	0	0	0	0	江上寄王校书行,寥落旧欢违，江边独掩扉。邻家闻暮笛，客舍试春衣。宿鸟归山乱，行人渡水稀。相思比花絮，斜日绕城飞。
1	0	0	0	0	0	0	1	0	0	0	1	客中对月,万里思归客，伤心对月华。愿凭今夜影，回照故园花。
1	0	0	0	0	0	0	0	0	0	0	1	西湖寻曹能始,垂杨漠漠荇田田，何处春风十四弦。放鹤僧归天竺雨，听莺人过六桥烟。诗寻萝薜谁边寺，酒载桃花第几船。游子天涯魂易断，非关春树有啼鹃。
1	0	0	0	0	0	0	0	0	0	0	1	陈秀才问诗于余次韵赠之（叔壹）,秋半说诗秋又阑，觅从忘处更哦看。不妨味熟心自悟，祗恐业成身转寒。窍木野风天倡和，崩溪怪石鬼镌刊。扳君更上最高顶，莫羡千金游子鞍。
1	1	0	0	0	0	0	0	0	0	0	1	与何八十七国仁饮次书赠 其一,但作他乡饮，从君不愿归。只缘行役久，故国反相违。
0	1	0	0	0	0	0	0	0	0	0	1	送郭天门开府江西二首 其一,悠悠旌旆羽书同，西指三江节制雄。重见搴帷歌湛露，遥听吹角起清风。周家玈矢原三锡，汉代麒麟第一功。烽火坐销肤奏入，笑看新诏五云中。
1	0	0	0	0	0	0	0	0	0	0	1	示纯禅者,故园我别已多时，见子犹能略展眉。乡语每闻聊发笑，客情无复更生悲。寻师慎勿贪眠食，立雪终教彻髓皮。毕竟禅家外文字，之乎者也不须知。
1	1	0	0	0	0	0	0	0	0	0	1	题四景画 其一,东风吹暖入荷衣，忽忆家山笋蕨肥。功业未成玄鬓改，他乡虽乐不如归。
0	0	0	1	0	0	0	0	0	0	0	1	有酒,谁家好事许相过，有酒何妨醉面酡。兄弟偶同词馆逸，林泉偏傍故园多。晨钟屡趁伊蒲饭，晚艇时听欸乃歌。莫遣是非来到耳，只应憨睡奈閒何。
1	0	0	0	0	0	0	0	0	0	0	1	香山闻杜鹃,云肤似膜千山暝，雨脚如麻四面飞。游子何曾动归兴，杜鹃故故唤人归。
1	1	0	0	0	0	0	0	0	0	0	1	闻交代将至喜而成篇,三年泮水冷无毡，赢得萧萧雪满颠。晚景不妨供綵戏，他乡安敢废诗篇。剩将杯酒浇行色，速赁双童担近编。任是身归落雁后，乡心先抵磬湖边。
0	0	0	0	1	0	0	0	1	0	0	0	游问政山次韵郡侯康庆之,住山应是胜游山，矧此仙区异俗寰。几度出城行十里，何时筑屋就三间。化猿君子高难问，射虎将军老合閒。祇虑家人犹粒食，水泉深冷石田悭。
1	0	0	0	0	0	0	1	0	0	0	1	其二,芒屩青山雪满颠，高吟落落度馀年。平生酷嗜惟之子，百卷新诗定许传。松菊远寻鸥鹭外，琼瑶常寄雁鸿先。桃花潭水情无限，作赋思乡愧仲宣。
1	0	0	0	0	0	0	0	0	0	0	1	江南曲,江南多芙蓉，水绿看最好。轻舟浮江来，白露秋意早。露白秋已晞，游子行未归。采香欲谁赠，但见群鸥飞。鸥飞不避人，思我平生亲。当亲而返疏，怅望空水滨。
0	1	0	0	0	0	0	0	0	0	0	1	钱塘怀古,郁郁东南旺气浮，吴争越战几春秋。一阳柳色浑无恙，五月荷花半是愁。隆替且容吾辈老，英雄都付此江流。中原苦被淮山隔，莫向西风更倚楼。
0	0	1	0	0	0	0	0	0	0	0	1	登道场绝顶用太初韵,峰头独立云雾飞，天畔风回苍玉扉。深林日落豺虎伏，横江浪高舟楫稀。举目中原望不极，侧身沧海愁依依。岘山霅水秋意动，故园幽事行当归。
1	0	0	0	1	0	1	0	0	0	0	1	题望云卷,游子行远道，孤云天际飞。吾亲舍其下，道远不可归。道远将奈何，孤云正飞扬。飞扬无时已，泪下沾衣裳。衣是亲手缝，线长缝亦密。见衣未见亲，万里空相忆。相忆复相忆，山川中间之。儿发今已白，亲颜当就衰。云亦日夜生，亲亦日夜安。行当见亲面，无用涕阑干。
0	1	0	0	1	0	0	0	0	1	0	1	再依韵,一嫁异域去，不复临镜台。念昔辞家时，岂为单于来。适遐固亦命，配丑非由媒。始欲并日月，今嗟随风埃。仆侍共惨戚，山川空徘徊。鸿雁为之悲，肝肠为之摧。宁闻琵琶乐，但闻琵琶哀。休言羊酪甘，谁喜毡庐开。故国万馀里，此生那得回。乃知女子薄，莫比原上莱。
0	0	0	0	0	0	1	0	0	0	0	1	寄怀集唐八首（录三首） 其一,故乡山水露依稀，一夜风帆去似飞。晚浦更无船并宿，寒塘好与月相依。不知谢客离肠断，争得东阳病骨肥。唯有别时时不忘，河梁落日上征衣。
1	1	0	0	0	0	0	0	0	0	0	1	济上阻舟,维舟济水次，对酒强微吟。道路浮生梦，乡园游子心。未能谢羁束，聊自任浮沉。应愧南来雁，冥冥孰可寻。
0	0	0	0	0	0	0	0	0	0	1	1	怀归偶书,故乡极目渺云山，长啸何当拂袖还。缨冕翻为今日累，簿书那得片时閒。十年名姓通朝籍，一谪尘寰隔帝关。功业无成嗟老大，镜中消得鬓毛斑。
0	1	0	0	0	0	0	1	0	0	0	1	金陵怀古,六朝事迹今何在，禾黍离离满地愁。商女隔江犹唱曲，远人怀土莫登楼。潮随雁落回京口，山作龙蟠护石头。记近酒家曾夜泊，秦淮寒月照孤舟。
0	0	0	1	0	0	0	0	0	0	0	1	登恒山,恒山突出与天齐，势压中原万岭低。玉殿凌空摩日月，金身百丈放虹霓。松风波涌惊龙吼，谷籁钟鍧讶虎啼。此日子猷誇胜会，当年谢赋许谁题。
0	0	0	0	1	0	0	0	0	1	0	1	闺怨二首 其一,遥山极浦莽苍烟，万里何由寄锦笺。化石未成心尚在，为云不返梦犹牵。鸳鸯岂宿飞狐塞，菡萏难开饮马泉。纵是封侯消息近，春残花老各潸然。
1	1	0	0	0	0	0	0	0	0	0	1	泊万安小滩村雨后待月,稠花弱柳叠芳洲，历乱村烟向晚收。云水相参天易合，冈峦环集月难浮。山风拂面吹游子，春渚添流拥小舟。夜静溪閒无一事，空濛应接亦悠悠。
1	0	1	0	0	0	0	0	0	0	0	0	无题和李商隐韵（宫怨五首仙兴五首，共十首） 其二,户外羊车久绝踪，绣衾辗转听晨钟。心知柳絮飞无定，愁似香云淡后浓。春水洲边吟杜若，秋风江上采芙蓉。梦魂不怕湘江远，飞绕巫山紫翠重。
0	0	0	0	0	1	0	0	0	0	0	1	狱中集古十六首 其一 东岩同扉,天地身何往，故乡不可思。萧萧北风劲，惨惨中肠悲。多病久加饭，开怀无愧辞。眼前列杻械，报主尔何迟。
0	0	0	0	0	1	0	0	0	0	0	1	哭中书赵友沂兼柬其尊甫洞门都宪,长沙长子九江船，御史台西月正圆。两省亲朋欢笑日，一官诗酒乱离年。朱楼有泪看杨柳，白发无家听杜鹃。太息贾生归未得，湘花湘草夕阳边。
1	0	1	1	0	1	0	0	0	0	0	1	少虚用前韵见贻仍答二首 其一,别君岁月多，万事皆非昔。天昏惨暮云，愁绪繁堪织。岂期成东邻，日造芝兰室。吟哦戒骚奴，挥洒惊墨客。犹嫌小伎耳，宴坐学欺魄。人间倏流电，悟此真良策。堂堂少林老，我岂得其骨。君来叩两端，一笑非言默。超然反其真，游子归故宅。玄机傥未领，对面千山隔。象罔亦何心，珠还赤水北。圣贤勿云远，謦咳常在侧。
0	0	0	0	0	1	0	0	0	0	0	1	沧州道上,荒台斜日渺晴波，五垒城边一放歌。画角风声连渤海，片帆春色下滹沱。宵来对酒黄云断，天际怀人白雁过。怅望南皮多胜概，故园归去未蹉跎。
0	1	0	0	0	0	0	0	0	0	0	1	其三,朝云漠漠雨丝匀，山路清无一点尘。桃李著花溪水满，断肠何处故园深。
0	0	1	0	0	0	0	0	0	0	0	1	题画,白沙翠竹溪边路，绿树青山郭外村。钓艇直随流水出，僧钟遥隔暝烟闻。谩誇李愿居盘谷，绝胜庞公隐鹿门。如此故乡归未得，看君图画一消魂。
1	0	0	0	0	1	0	0	0	0	0	1	昏昏,昏昏非所志，忽忽是何时。客恨潮声起，春愁柳色知。何烦连日雨，要剧故乡思。自顾囊中术，黄金未可为。
1	1	0	0	0	0	0	1	0	0	0	1	九日太史何龙友文学马伯起暨同丈过集 其一,燕山秋欲暮，摇落思难裁。共是他乡客，宁忘九日杯。悲秋翻恨雁，怀土懒登台。却忆龙山会，狂歌意转哀。
0	0	0	0	0	0	0	0	1	0	0	1	己丑十月甘二日书寄沅儿,孟冬之月天未寒，故乡喜气盈门阑。吾见今日作秦赘，朱丝却藉麟胶完。六礼殊愧阮修薄，且喜门第皆衣冠。蘋蘩付托重贤淑，故事须知追孟桓。鸡鸣昧旦相警戒，令汝九万扶摇抟。含香簪笔排鹓鸾，儿乎早致青云端。
0	1	0	0	0	0	0	0	0	0	0	1	其二,寿考人间福，贤明阃内宗。铭传史官笔，墓绕故乡松。双剑归还合，南陔养莫容。登堂曾拜客，凄怆望新封。
1	1	1	1	0	0	0	0	0	0	0	0	春怨,夜尽梦初惊，纱窗早雾明。晓妆脂粉薄，春服绮罗轻。妾有今朝恨，君无旧日情。愁来理弦管，皆是断肠声。
1	0	0	0	0	0	0	0	0	0	0	1	画眉关,旧梦飘零不可思，浮萍飞絮再生期。西风万里吹游子，愁听空山叫画眉。
0	1	0	0	0	1	0	0	0	0	0	0	哭周所谐 其一,开缄忽报故人亡，双泪如倾几断肠。挂剑未能同季子，知音何处觅周郎。到来已叹交驩浅，死去空怜别恨长。多少遗编犹在箧，一回吟咏一凄凉。
1	0	0	0	0	0	0	0	0	0	0	1	旅夕,秋云翳长空，微雨饯残暑。新凉入郊墟，中田熟禾黍。秋虫自知时，入我床下语。西风几何时，秋意遽如许。晓色催鸣鸡，孤砧急寒杵。游子未得归，留滞在江浦。生理思田园，饥寒念儿女。持此两鬓霜，世路复焉取。起视夜何其，江月方欲吐。便当随孤鸿，云霄肃双羽。
1	0	0	0	0	0	0	0	0	0	0	1	秦始皇,金虎宫邻事可怜，漫疑鹑首赐钧天。终令六国还三户，空使诸生笑九泉。车载韫辌山有鬼，舟行缥缈海无仙。伤心万里长城在，依旧扶苏伏剑年。
0	0	0	0	0	0	0	1	0	0	0	1	归南村,已知乡路近，原上有新瓜。旷野风催雨，孤村客到家。山楼先树出，松径隔溪斜。聊得闲园里，应开栀子花。
1	0	0	0	0	0	0	0	0	0	0	1	其七,片愁消大白，万事倚穷苍。萍梗经漂泊，松筠自雪霜。龙颜燕阙远，雁字楚天长。莫漫悲游子，摊书但满床。
1	0	0	0	0	0	0	0	0	0	0	1	丁未冬初到家偶成,鹊噪门庭喜气扬，天涯游子拜高堂。双亲已慰倚闾望，诸弟应欣接雁行。儿女牵衣开口笑，宾朋移席话情长。灯前对影犹疑梦，且举寒暄一叙觞。
0	0	0	0	0	1	1	0	1	0	0	1	拟古寄清霞先生,与子经年别，相见未有期。杳杳违赏心，晨夕徒依依。达生恨弗早，中岁致乖离。沦落穷海滨，岁暮莫能归。美人曾有约，佩我以江蓠。几回临秋水，濯我芙蓉姿。芳洁匪自媚，但取不磷淄。之子爱美好，赠子以相思。
1	1	1	0	0	0	0	0	0	0	0	1	途中志警,惊心到处起烽烟，游子辞家倍怆然。过客异言多误杀，前途凶信易讹传。关山路迥朝飞檄，鼓角声严夜泊船。回望妖氛竟深入，登程莫漫重流连。
0	0	0	0	0	0	0	1	0	0	0	1	北发,南北东西不暂停，一身漂泊似浮萍。乡心自此真难遣，别酒无多最易醒。虫语草根惊客梦，萤飞水面乱繁星。孤舟夜宿塘西路，愁说长亭共短亭。
0	1	0	0	0	0	0	0	0	0	0	1	江上闻笛,夜久闻横笛，寥寥景更赊。天容垂极岸，月色冷平沙。静引乡心远，闲惊旅鬓华。哀音殊未已，可处落梅花。
1	1	0	0	0	1	0	0	0	0	0	1	邵伯值四十舍弟陪臣,井邑遭兵燹，移家近马湖。黄巾余党在，白发故人无。亲老仍多病，田荒不及租。他乡今夜月，相对话穷途。
0	0	0	0	0	1	1	0	1	0	0	1	登东海龙兴寺高顶望海简演公,朐山压海口，永望开禅宫。元气远相合，太阳生其中。豁然万里馀，独为百川雄。白波走雷电，黑雾藏鱼龙。变化非一状，晴明分众容。烟开秦帝桥，隐隐横残虹。蓬岛如在眼，羽人那可逢。偶闻真僧言，甚与静者同。幽意颇相惬，赏心殊未穷。花间午时梵，云外春山钟。谁念遽成别，自怜归所从。他时相忆处，惆怅西南峰。
1	0	0	0	0	0	0	0	0	0	0	1	其七十四,沙河浅无水，岸阔沙回盘。胡为岸旁柳，槁若游子颜。齐西已霖润，齐东犹旱乾。彼民抑何厚，天其施之偏。得失兆无心，境乃悬苦安。宿舂犹可继，俟化民毋煎。
0	1	0	0	0	0	0	0	0	1	0	0	题汪会语村隐居,闻道荆村僻，幽居趣自成。桑中豚阱晚，芹外燕泥晴。苔石留僧坐，山尊迟客倾。凭轩久不到，望得白云生。
0	0	0	0	1	0	0	0	0	0	0	1	舟经故里不泊,东林日未出，一望但苍苍。旧宅诸峰下，寒江绕郭长。十年春涕泪，二月雨帆樯。不为营先冢，何因对故乡。
1	1	0	0	0	0	0	0	0	0	0	1	九日同区启图集李伯襄太史宅,艺苑当年兴未孤，何来风物共茱萸。他乡白雁尊前度，故国黄花梦里纡。望气迥悬欧冶剑，登门高并李膺驱。寒深索和阳春曲，九月关山雪满途。
1	0	0	0	0	0	0	0	0	0	0	1	其三,君子能卷怀，贤者亦避地。何为是栖栖，徒令笑予知。顾念父母邦，当兹危难际。斯人皆吾与，抚心疚匡济。慈闱尚流离，游子遑自计。我行岂得已，到此且少憩。乃知林泉福，亦有幸而致。
0	0	0	0	0	1	0	0	0	0	0	1	其二,爱君忧世老弥深，特操要须得失临。晚岁飞腾推有德，故乡安稳信无心。小邦近似西山隐，元气终当北斗斟。圣主方求三世旧，老臣何止一遗簪。
0	0	0	0	0	0	0	0	0	1	0	1	闺词二首 其一,秋来强上夕阳楼，十二珠帘总上钩。目断天涯人不见，满怀都是别离愁。
0	1	0	0	0	0	0	0	0	0	1	0	哭沈继南,去年曾约看山行，谁道重来隔死生。身后未成妻子计，水流难尽父兄情。交游屈指嗟无几，修短令人怨不平。下马哭君斜日里，西风断雁共悲鸣。
0	0	0	0	1	0	0	0	0	0	1	0	哭六君子,圣朝不杀士，尼父吊三仁。西市诸君子，东林旧党人。涓涓流碧血，扰扰窜黄巾。未必逢天怒，阴霾黯紫宸。
1	0	0	0	0	0	0	0	0	0	0	1	马远小景二首 其一,柳未藏鸦雪未消，春衫游子马蹄骄。去年沽酒楼前路，错认桃花第一桥。
1	0	0	0	0	0	0	0	0	0	0	1	其二,柳亸莺娇春欲归，伯劳东去燕西飞。故人劝酒歌金缕，游子还家戏彩衣。椿木深中辞相府，萱花丛里省慈闱。分携动我思亲念，抚景无言对夕晖。
0	1	0	0	0	0	0	1	0	0	0	0	明妃曲二首 其一,平生矜艳色，不得侍君王。独为黄金客，凋零白玉妆。出宫多夜月，上马尽秋霜。一奏琵琶曲，征人总断肠。
1	1	0	0	0	0	0	0	0	0	0	1	京口阻风二首 其一,轻装附楚艄，远役逼岁暮。此行有厎急，直以饥寒故。同舟客未来，半月泊江步。局促短篷中，有若鸡在笯。掀掀鼋鼍娇，汹汹波涛怒。遥想家中人，谓我巳前路。岂知蒜山下，日夕神魂怖。伤?游子心，有口向谁诉。
1	1	0	0	0	0	0	1	0	1	1	1	赠诸氏兄弟,朝登雁门望，杀气从西来。在天为黄云，在地为黄埃。吁嗟我游子，悲秋行徘徊。披发而吹箫，闻声令子哀。子情如醇酒，日酌我金罍。子诗温且润，日馈我琼瑰。弟兄相宴尔，携手临高台。猗猗合欢竹，枝叶交山隈。愿言靡离别，千秋慰我怀。
0	0	0	0	0	1	0	0	0	0	0	1	生查子 其四 丙午铁炉冈回,春光不肯留，风雨催将去。红逐故园尘，绿满江南树。阴晴寒食天，寂寞西郊路。芳草织新愁，怅望人何处。
1	0	0	0	0	0	0	0	0	0	0	1	文宣公祠宇新成,旋斲蓱芜地，亭台出水濒。人知便行乐，谁识念贤臣。淡月花无影，微风浪有鳞。飞梁如跨水，游子更来频。
1	1	0	0	0	0	0	0	0	0	0	1	与介繁广生小集波閒亭次和二首 其一,卉木苍苍拂槛垂，诗篇谁与咏由仪。薰风入座杯重把，细雨当阶席屡移。四面波光摇握麈，一亭野色动摛词。他乡此会应难数，能使儿童拟习池。
0	0	0	1	0	0	0	0	1	0	0	1	新雨阶除花药倍茂田里生意怀之欣然情至有述简诸作,久旱埃雾集，閒居寡高情。微雨夜来至，满庭花药生。长年忧里术，退坐若无营。偶携一榼酒，得唤故人倾。念彼氓隶便，劳生在耦耕。荐饥苟不熟，何以供王程。幸天沛时泽，食息日已宁。缮性衡门下，寒饥无足惊。
0	0	0	0	0	1	0	1	0	0	0	0	秋夜,露冷栖鸦寂，风高候雁鸣。那堪多病客，复此遇秋声。急水喧汾涨，寒砧静霍城。情深荒署月，犹作故乡明。
0	1	0	0	0	0	0	0	0	0	0	1	出京偶成,九重命下许归休，便向江头买去舟。客梦未离金阙树，乡心已逐楚江鸥。身同裴相投间乐，事异灵均去郢忧。圣德如天惭未报，回瞻紫禁思悠悠。
1	1	0	0	0	0	0	0	0	0	0	1	其三,天漏竟何如，他乡气候殊。身常亲药饵，病不贷妻孥。郡介江淮僻，城依草树孤。东华尘土梦，回首渺川途。
1	1	0	0	0	0	0	0	0	0	0	1	九月忆舍弟,九日登高会，羁人感物华。他乡时断酒，独客罢看花。病叶秋先坠，寒林日易斜。雁行吹不断，回首渺天涯。
1	1	0	0	0	0	0	0	0	0	0	1	闻蟋蟀有感,秋声听不得，况尔发哀吟。游子他乡泪，空闺此夜心。已怜妆阁静，还虑塞垣深。萧瑟西风紧，行看霜雪侵。
1	0	0	0	0	0	0	0	0	0	0	1	其二,一雨江城五月凉，重楼危槛俯苍茫。烟芜七泽浮元气，晴树千村动夕阳。竞挽龙舟怀正则，遥思綵扇出明光。高堂此日还蒲艾，游子尊前忆故乡。
1	0	0	0	0	0	0	0	0	0	0	1	其二,江风吹行色，游子惨不发。恶见秋鸿飞，双双楚云没。
1	0	0	0	0	0	0	0	0	0	0	1	循东溪旧书室,黄花一夜已全开，玉水浮光莫浪猜。水意初欣游子至，花情久忆故人回。溪山漫许烟霞绕，泉石犹劳笔墨裁。饶有荒园堪结构，蓬门遍把白云栽。
1	0	0	0	0	0	0	0	0	1	0	1	西塘道中赠二周生,长途游子急前期，情色无心管别离。绿水青山劳远饯，梅花新句为君题。
0	1	0	0	1	1	0	0	0	0	0	1	其二,李君潇洒姿，沦落在羁旅。相见无长言，潸然泪如雨。一身顾何为，七丧未能举。江山隔中州，遥遥望乡土。岂以途路艰，所值时节迕。乌鸟有私情，而人复何处？行行望苍天，那知此情苦。郭范久不作，此义孰为补？
